username,date,text,replies,reposts,likes,bookmarks,views
theapplehub,2025-03-31T17:57:18.000Z,"These are the new emoji available today with iOS 18.4

Which one is your favorite?",274,636,5873,351,452803
tslecomte,2025-03-31T20:07:08.000Z,I'm still saying that this will be the most used emoji of the year... ,4,11,225,2,10780
ReddePayments,2025-03-31T20:52:10.000Z,FINALLY a turnip. ,0,0,8,0,3029
LucasBryner3,2025-04-01T14:26:06.000Z,They looks soooo sad ,0,0,0,0,1516
iHateApplee,2025-03-31T20:00:41.000Z,This is the only thing Apple does now. Apple can't make AI so it just give users more emojis ,7,5,53,3,8881
HeyPrashant_,2025-03-31T17:58:13.000Z,"Wow what an update.

Emojis

Wow  

That was much needed.

My life almost stopped without these ",4,2,56,0,9890
lakshyalark,2025-03-31T18:00:40.000Z,When it's Monday,0,2,47,0,2302
king_ape6,2025-03-31T18:04:23.000Z,None of them. I can make better ones with Genmoji,0,0,8,0,3814
_JasonRyan,2025-03-31T22:11:51.000Z,The New emojis are led by an emoji that's depressed...just great.,0,0,8,0,2888
unghetto_mannie,2025-03-31T18:14:52.000Z,NaN,0,0,6,0,1048
tslecomte,2025-03-31T20:07:08.000Z,I'm still saying that this will be the most used emoji of the year... ,4,11,225,2,10780
ReddePayments,2025-03-31T20:52:10.000Z,FINALLY a turnip. ,0,0,8,0,3029
LucasBryner3,2025-04-01T14:26:06.000Z,They looks soooo sad ,0,0,0,0,1516
iHateApplee,2025-03-31T20:00:41.000Z,This is the only thing Apple does now. Apple can't make AI so it just give users more emojis ,7,5,53,3,8881
HeyPrashant_,2025-03-31T17:58:13.000Z,"Wow what an update.

Emojis

Wow  

That was much needed.

My life almost stopped without these ",4,2,56,0,9890
lakshyalark,2025-03-31T18:00:40.000Z,When it's Monday,0,2,47,0,2302
king_ape6,2025-03-31T18:04:23.000Z,None of them. I can make better ones with Genmoji,0,0,8,0,3814
_JasonRyan,2025-03-31T22:11:51.000Z,The New emojis are led by an emoji that's depressed...just great.,0,0,8,0,2888
unghetto_mannie,2025-03-31T18:14:52.000Z,NaN,0,0,6,0,1048
Alex_kndy,2025-04-01T22:37:57.000Z,"We are in 2025, the music industry is at an ATH yet @Apple @theapplehub have still not provided a TURNTABLE emoji 
",0,0,5,0,2096
TheTribalBozo,2025-03-31T17:57:38.000Z,This one,0,0,4,0,1182
uncle_vaughn,2025-03-31T17:59:22.000Z,Splatter is goated,0,0,4,0,2904
FreedomIgnite,2025-04-01T05:41:37.000Z,1,0,0,4,0,719
christoph_fer,2025-04-01T07:37:13.000Z,🫩,0,0,4,0,980
prayerdude,2025-03-31T19:07:08.000Z,🫆,0,0,3,0,2045
Clemens9876,2025-03-31T17:58:12.000Z,first one is cool,0,0,2,0,3334
GeekB_Apple,2025-03-31T18:37:21.000Z,🫩,0,0,2,0,3571
ceferrzayevv,2025-03-31T18:53:16.000Z,🫩🫆🫟🪏🪾🪉🫜,0,0,2,0,363
YangoAds,2025-03-31T19:33:43.000Z,It's Monday. See nothing but the first one. Ask again on Friday.,0,0,2,0,4596
orchid_ltd_co,2025-03-31T20:36:33.000Z,NaN,0,0,2,0,103
iOSDeveloperGuy,2025-04-01T16:53:33.000Z,NaN,0,0,2,0,1905
johnwalker_101,2025-03-31T17:59:30.000Z,Kinda mid,0,0,0,0,3388
Sw1Imran,2025-03-31T18:06:46.000Z,Looks Adorable I like tree 1,0,0,0,0,2345
Muzahinur1,2025-03-31T18:16:22.000Z,Useless,0,0,0,0,999
cindertheace,2025-03-31T18:17:47.000Z,🫆,0,0,0,0,3095
christoph_fer,2025-04-01T07:37:13.000Z,🫩,0,0,4,0,980
prayerdude,2025-03-31T19:07:08.000Z,🫆,0,0,3,0,2045
Clemens9876,2025-03-31T17:58:12.000Z,first one is cool,0,0,2,0,3334
GeekB_Apple,2025-03-31T18:37:21.000Z,🫩,0,0,2,0,3571
ceferrzayevv,2025-03-31T18:53:16.000Z,🫩🫆🫟🪏🪾🪉🫜,0,0,2,0,363
