username,date,text,replies,reposts,likes,bookmarks,views
theapplehub,2025-04-01T16:00:12.000Z,"Today, Apple has introduced a new Sky Blue color for the iPhone 16 Pro and iPhone 16 Pro Max!

You can order the new color on April 4th and will be available on April 11th. Now make sure to check the alt-text on the image!",258,707,7493,462,548932
e01_9,2025-04-01T16:12:01.000Z,Not cool . There is place in hell waiting for you,0,2,329,0,9637
BromTitus,2025-04-01T16:07:37.000Z,The Sierra blue iPhone 13 Pro Max is the best looking phone they’ve made!,17,6,279,6,32570
andrewjclare,2025-04-01T16:07:46.000Z, got me,0,0,85,0,17141
LordJamieVShiLL,2025-04-01T21:03:33.000Z,I cant believe anything today,0,0,0,0,3626
uncle_vaughn,2025-04-01T16:00:41.000Z,Why would you joke like this ,0,0,64,0,6741
abasisgenius,2025-04-01T16:19:35.000Z,Shoutout to people who actually thought it was true ,0,0,43,0,8457
onefahadx,2025-04-02T00:47:54.000Z,I’m so glad this is fake because I would’ve wanted one!,0,0,41,0,4497
hotlesson,2025-04-01T16:18:58.000Z,Today is April 1st. Are you sure this is not an April Fool's joke?,3,0,34,0,9032
dk_tsl,2025-04-01T16:09:25.000Z,I like cornea Umbra better.,0,0,18,0,12649
mercAdonis_,2025-04-01T16:02:57.000Z,"i was speeding to http://apple.com to order it, you’re an evil person ",0,0,16,0,3299
LuftkoppTim,2025-04-01T16:02:24.000Z,Fu.,0,0,4,0,476
O7amey,2025-04-01T16:03:09.000Z,It looks so good though,0,0,4,0,521
ApplesUpdate,2025-04-01T16:09:01.000Z,"It's April Fool's

But you make the lie with the best description ",0,0,4,0,589
Bri_2250,2025-04-01T16:45:16.000Z,"If this was about an iPhone mini, this would have been a horrible joke lol",0,0,4,0,6172
agentbabas,2025-04-01T18:44:59.000Z,Oh fuck I have really believed it,0,0,4,0,885
VexLogistic,2025-04-01T19:13:54.000Z,The color is beautiful. Even if it’s an April fools joke.,0,0,4,0,8619
aidanwins10,2025-04-01T16:00:47.000Z,Damn I was prepared for it this year and I was like oh he’s being serious,0,0,3,0,1362
lakshyalark,2025-04-01T16:10:47.000Z,It's April Fool's day,0,0,3,0,327
