username,date,text,replies,reposts,likes,bookmarks,views
NintendoAmerica,2025-04-03T16:00:26.000Z,"Heavy is the head that wears the crown...

Day 1 of the Nintendo Treehouse: Live | Nintendo Switch 2 continues: https://ninten.do/6011qS0Wz",476,368,3050,197,414481
twollitown,2025-04-03T16:03:31.000Z,Lower the prices,5,2,365,0,8397
wealthium0,2025-04-03T16:00:54.000Z,BRING BACK THE BABY TRACK,3,0,11,0,8726
N8GameBot,2025-04-03T18:42:00.000Z,DROP THE PRICE OR FACE BOYCOTT,17,0,153,0,4616
HLopez87,2025-04-03T16:40:58.000Z,$80 for a video game is tone deaf. Do the right thing Nintendo. We barely tolerated $70 for TOTK,6,0,115,0,3085
WhoMustNotTweet,2025-04-03T16:07:07.000Z,"I want to be as polite as possible here but if going from $60 to $80 for an item you buy once and play for 30+ hours is that big of a financial burden, you need to be looking for better work. You shouldn’t even look in the direction of a new game console if $20 is so vital.",43,6,94,4,8641
geekcommentator,2025-04-03T20:32:12.000Z,"Im going to leave this here

More games, lower prices",11,0,61,0,3511
alyxsane,2025-04-03T17:57:45.000Z,Drop the price,0,0,57,0,2942
just_fedup,2025-04-03T17:08:04.000Z,Lost a literal life long customer due to your greed. I know the shills will pay $80-$90 a game I'm sure not good luck,2,2,46,0,1869
jandkshelton,2025-04-03T20:47:34.000Z,Youre not getting my money this time Nintendo. Lost a heavy Switch spender and physical game collector on this console. Good luck! ,5,0,34,0,3721
MasqueradeFitz,2025-04-03T17:00:07.000Z,"Looking more and more less likely this has split screen - the more we see, the more I second guess preordering.",0,0,3,0,2597
MethodlesMadnes,2025-04-04T04:04:42.000Z,"Not spending this much money your switch pro. You didn't even give it the OLED screen and only SOME games will be 4k.. it's 2025 man. That means in 2030, a most of your games still won't be in 4k.",0,0,0,0,628
Shadalac2,2025-04-04T16:56:13.000Z,want to see battle mode- i guess that's in the Direct?,0,0,0,0,0
RampantRon,2025-04-03T21:58:57.000Z,NaN,0,0,0,0,445
Dutchmeezz,2025-04-04T04:42:25.000Z,You guys guessed wrong on public opinion.,0,0,0,0,673
flarknFantastic,2025-04-04T07:01:45.000Z,Talk that shit,0,0,0,0,448
eeames214,2025-04-04T12:53:30.000Z,Fix the price,0,0,0,0,377
geekcommentator,2025-04-03T20:32:12.000Z,"Im going to leave this here

More games, lower prices",11,0,61,0,3511
alyxsane,2025-04-03T17:57:45.000Z,Drop the price,0,0,57,0,2942
just_fedup,2025-04-03T17:08:04.000Z,Lost a literal life long customer due to your greed. I know the shills will pay $80-$90 a game I'm sure not good luck,2,2,46,0,1869
jandkshelton,2025-04-03T20:47:34.000Z,Youre not getting my money this time Nintendo. Lost a heavy Switch spender and physical game collector on this console. Good luck! ,5,0,34,0,3721
MasqueradeFitz,2025-04-03T17:00:07.000Z,"Looking more and more less likely this has split screen - the more we see, the more I second guess preordering.",0,0,3,0,2597
MethodlesMadnes,2025-04-04T04:04:42.000Z,"Not spending this much money your switch pro. You didn't even give it the OLED screen and only SOME games will be 4k.. it's 2025 man. That means in 2030, a most of your games still won't be in 4k.",0,0,0,0,628
Shadalac2,2025-04-04T16:56:13.000Z,want to see battle mode- i guess that's in the Direct?,0,0,0,0,0
RampantRon,2025-04-03T21:58:57.000Z,NaN,0,0,0,0,445
Dutchmeezz,2025-04-04T04:42:25.000Z,You guys guessed wrong on public opinion.,0,0,0,0,673
flarknFantastic,2025-04-04T07:01:45.000Z,Talk that shit,0,0,0,0,448
eeames214,2025-04-04T12:53:30.000Z,Fix the price,0,0,0,0,377
Siolenas,2025-04-04T12:59:07.000Z,all for 90 dollars...!!!,0,0,0,0,193
D_from_S4P,2025-04-03T16:00:38.000Z,lower your prices,3,0,130,0,3685
asterzvhs,2025-04-03T20:15:42.000Z,HEAVY LIES THE HEAD REFERENCE,0,2,77,2,4182
In_Somnia_W,2025-04-03T16:01:14.000Z,NaN,0,0,71,0,3161
daniel05_kevin,2025-04-03T17:02:03.000Z,DROP THE PRICE,2,2,30,0,1002
jagodakloda,2025-04-03T16:00:40.000Z,Lower the prices,2,0,32,0,1451
FinesseMarki21,2025-04-03T16:01:39.000Z,Lower the prices,0,0,25,0,642
NiamhFaust,2025-04-03T17:23:02.000Z,Drop the price,0,0,15,0,526
londorzika,2025-04-03T17:45:14.000Z,#DROP THE PRICE,0,0,15,0,453
kamiisai,2025-04-03T20:40:58.000Z,NIJI ENCOUNTER REFERENCE??,0,0,12,0,213
AlpaccaLipss,2025-04-03T16:48:29.000Z,$80 for a $60 worth game? And that it’s not even on the cart itself so you technically don’t even own it? DROP THE PRICE,3,0,10,0,988
feezlo,2025-04-03T16:02:08.000Z,"Goty
Haters keep crying",7,0,9,0,1367
Pondmann,2025-04-03T17:41:15.000Z,Drop the price,0,0,9,0,320
mycoalkunes,2025-04-03T18:10:13.000Z,Heavy is the price,0,0,8,0,202
daniel05_kevin,2025-04-03T17:02:03.000Z,DROP THE PRICE,2,2,30,0,1002
jagodakloda,2025-04-03T16:00:40.000Z,Lower the prices,2,0,32,0,1451
FinesseMarki21,2025-04-03T16:01:39.000Z,Lower the prices,0,0,25,0,642
NiamhFaust,2025-04-03T17:23:02.000Z,Drop the price,0,0,15,0,526
londorzika,2025-04-03T17:45:14.000Z,#DROP THE PRICE,0,0,15,0,453
kamiisai,2025-04-03T20:40:58.000Z,NIJI ENCOUNTER REFERENCE??,0,0,12,0,213
AlpaccaLipss,2025-04-03T16:48:29.000Z,$80 for a $60 worth game? And that it’s not even on the cart itself so you technically don’t even own it? DROP THE PRICE,3,0,10,0,988
feezlo,2025-04-03T16:02:08.000Z,"Goty
Haters keep crying",7,0,9,0,1367
Pondmann,2025-04-03T17:41:15.000Z,Drop the price,0,0,9,0,320
mycoalkunes,2025-04-03T18:10:13.000Z,Heavy is the price,0,0,8,0,202
AAmiibo,2025-04-03T16:00:41.000Z,Please stop complaining,8,0,6,0,3068
Bakhurr,2025-04-03T17:49:25.000Z,Drop the price,0,0,6,0,201
Unyimusic,2025-04-03T17:55:03.000Z,The downfall of Nintendo,0,0,6,0,51
Nintendo_Nurse,2025-04-03T19:50:11.000Z,Lower the price! ,0,0,6,0,169
Flocky514,2025-04-03T17:34:15.000Z,Lower the prices,0,0,5,0,222
Doreaga_Sr,2025-04-03T18:08:05.000Z,For the babies in the room and that was the 90s with minimum wage under 5.25 that is nothing now.,11,0,5,0,1148
Blackception94,2025-04-03T18:10:55.000Z,Remember guys this is the same company that is charging for a tech demo on how to use the switch 2....,0,0,5,0,113
dustycat125,2025-04-03T17:09:49.000Z,DROP THE PRICE,0,0,4,0,197
peopledud1,2025-04-03T17:10:30.000Z,Drop the price,0,0,4,0,222
AuriPurple,2025-04-03T17:13:45.000Z,"To the people who justify 80$ loves to be scammed, probably got hurt as a child and their for enjoy making others suffer for their enjoyment",2,0,4,0,216
Bakhurr,2025-04-03T17:49:25.000Z,Drop the price,0,0,6,0,201
Unyimusic,2025-04-03T17:55:03.000Z,The downfall of Nintendo,0,0,6,0,51
Nintendo_Nurse,2025-04-03T19:50:11.000Z,Lower the price! ,0,0,6,0,169
Flocky514,2025-04-03T17:34:15.000Z,Lower the prices,0,0,5,0,222
Doreaga_Sr,2025-04-03T18:08:05.000Z,For the babies in the room and that was the 90s with minimum wage under 5.25 that is nothing now.,11,0,5,0,1148
Blackception94,2025-04-03T18:10:55.000Z,Remember guys this is the same company that is charging for a tech demo on how to use the switch 2....,0,0,5,0,113
dustycat125,2025-04-03T17:09:49.000Z,DROP THE PRICE,0,0,4,0,197
peopledud1,2025-04-03T17:10:30.000Z,Drop the price,0,0,4,0,222
AuriPurple,2025-04-03T17:13:45.000Z,"To the people who justify 80$ loves to be scammed, probably got hurt as a child and their for enjoy making others suffer for their enjoyment",2,0,4,0,216
Sonicjam9,2025-04-03T17:36:30.000Z,Lower the price,0,0,4,0,102
errorTassara404,2025-04-03T17:42:23.000Z,"all hype DIED when the prices, specially for games was reveal, READ the ROOM!!!",0,0,4,0,80
leeraym10,2025-04-03T17:49:38.000Z,Drop The Price,0,0,4,0,180
TheDiablix,2025-04-04T12:38:38.000Z,"Everyone knows, the only valid comment to leave on any Switch 2 post is ""DROP THE PRICE""",0,0,2,0,86
Phoenix_Nation,2025-04-03T16:04:26.000Z,"Ya know for those who can't afford the system making GameCube NSO exclusive to Switch 2 is going to hurt your sales.

Making your games like 80 or even 90 dollars is just going to send you further into financial losses.",6,0,3,0,413
spawn1210,2025-04-03T16:50:10.000Z,DROP THE PRICE or we will WII U you the fuck out of existence.,2,0,3,0,141
Raekwon92155274,2025-04-03T16:55:30.000Z,Everyone saying drop the price when the bundle is the way to go,5,0,3,0,1123
kulluil110148,2025-04-03T17:13:06.000Z,"We ain't buying $80 games bro , go fuck yourself",0,0,3,0,31
EveretHoops,2025-04-03T17:29:59.000Z,Ain't watching cause I ain't paying that price,0,0,3,0,227
bigdingusTTU,2025-04-03T17:38:12.000Z,Empty is the wallet that supports Nintendo...,0,0,3,0,95
TreiConfidence,2025-04-03T17:51:07.000Z,"dont waste your money people. If youre going to spend 650 bucks, save a little more for a console. Dont let nintendo rip you off.",0,0,2,0,239
zailesu,2025-04-03T17:50:10.000Z,"The games are too expensive, drop the price.",0,0,3,0,95
Unyimusic,2025-04-03T17:54:00.000Z,"Drop the prices, evil company",0,0,3,0,27
strawberryjava,2025-04-03T17:59:11.000Z,No 80 dollar games please.,0,0,3,0,116
Uncraftbar,2025-04-03T18:03:23.000Z,drop the price,0,0,3,0,85
ProjectoNach,2025-04-03T19:05:18.000Z,"Bajad los precios!! 
#droptheprice #droptheprices #NintendoSwitch2",0,0,3,0,218
TitaniusFan,2025-04-03T22:09:51.000Z,not paying $80 for a game,0,0,3,0,313
ThomasEC19,2025-04-03T22:53:57.000Z,Lower the game prices,0,0,0,0,85
JimPlaMo,2025-04-03T23:40:59.000Z,drop the price or you're gonna have a second Wii U situation on your hands,0,0,3,0,126
Bears_64,2025-04-04T03:44:42.000Z,#droptheprice,0,0,0,0,42
TheDiablix,2025-04-04T12:38:38.000Z,"Everyone knows, the only valid comment to leave on any Switch 2 post is ""DROP THE PRICE""",0,0,2,0,86
Phoenix_Nation,2025-04-03T16:04:26.000Z,"Ya know for those who can't afford the system making GameCube NSO exclusive to Switch 2 is going to hurt your sales.

Making your games like 80 or even 90 dollars is just going to send you further into financial losses.",6,0,3,0,413
spawn1210,2025-04-03T16:50:10.000Z,DROP THE PRICE or we will WII U you the fuck out of existence.,2,0,3,0,141
Raekwon92155274,2025-04-03T16:55:30.000Z,Everyone saying drop the price when the bundle is the way to go,5,0,3,0,1123
kulluil110148,2025-04-03T17:13:06.000Z,"We ain't buying $80 games bro , go fuck yourself",0,0,3,0,31
EveretHoops,2025-04-03T17:29:59.000Z,Ain't watching cause I ain't paying that price,0,0,3,0,227
bigdingusTTU,2025-04-03T17:38:12.000Z,Empty is the wallet that supports Nintendo...,0,0,3,0,95
TreiConfidence,2025-04-03T17:51:07.000Z,"dont waste your money people. If youre going to spend 650 bucks, save a little more for a console. Dont let nintendo rip you off.",0,0,2,0,239
zailesu,2025-04-03T17:50:10.000Z,"The games are too expensive, drop the price.",0,0,3,0,95
Unyimusic,2025-04-03T17:54:00.000Z,"Drop the prices, evil company",0,0,3,0,27
strawberryjava,2025-04-03T17:59:11.000Z,No 80 dollar games please.,0,0,3,0,116
Uncraftbar,2025-04-03T18:03:23.000Z,drop the price,0,0,3,0,85
ProjectoNach,2025-04-03T19:05:18.000Z,"Bajad los precios!! 
#droptheprice #droptheprices #NintendoSwitch2",0,0,3,0,218
TitaniusFan,2025-04-03T22:09:51.000Z,not paying $80 for a game,0,0,3,0,313
ThomasEC19,2025-04-03T22:53:57.000Z,Lower the game prices,0,0,0,0,85
JimPlaMo,2025-04-03T23:40:59.000Z,drop the price or you're gonna have a second Wii U situation on your hands,0,0,3,0,126
Bears_64,2025-04-04T03:44:42.000Z,#droptheprice,0,0,0,0,42
HunterD720,2025-04-03T17:08:40.000Z,DROP THE PRICES,0,0,2,0,72
DarkSenpai1850,2025-04-03T17:21:31.000Z,#droptheprice,0,0,2,0,213
Just_Wes05,2025-04-03T17:26:55.000Z,Lower the price,0,0,2,0,136
Christi57750392,2025-04-03T17:34:53.000Z,aint nobody paying for this,0,0,2,0,98
Felix_1S,2025-04-03T18:33:12.000Z,i am not wasting $80 on a nintendo game,0,0,2,0,120
renatofontes,2025-04-03T18:45:17.000Z,Drop the price,0,0,2,0,148
dynamic_voltage,2025-04-03T21:58:09.000Z,"Just so everyone knows, complaining won't do anything. Vote with your wallet. Let them know this is outrageous that way.",0,0,2,0,301
ehbear85,2025-04-04T03:08:11.000Z,NaN,0,0,2,0,14
JburrowTheOwl,2025-04-04T16:42:36.000Z,Heavy is the price on those games!,0,0,2,0,66
Luisisbored1,2025-04-03T16:27:35.000Z,"GTA6 would be understandably 80$ since its a game with a LOT of replay value, same can be said with Mario kart, but honestly not many people will be playing by themself the only way I can think of this game being 80$ is if I can have sex with rosalina or peach, even the goomba",0,0,0,0,406
LPerezSilva80,2025-04-03T17:11:27.000Z,90dlls???  Thats bad.,0,0,0,0,83
HypeManta,2025-04-03T17:22:02.000Z,And i could BUY a crown with the same amount it costs to buy these damn games,0,0,0,0,123
thatcatfightguy,2025-04-03T17:30:18.000Z,DROP THE PRICE,0,0,0,0,67
Rockmanzero10,2025-04-03T17:41:39.000Z,#DropThePrices,0,0,0,0,85
flaffy1101,2025-04-03T17:55:45.000Z,Drop the price!,0,0,0,0,104
WWIA7062,2025-04-03T18:43:29.000Z,#DROPTHEPRICE,0,0,0,0,19
JohannaDarner,2025-04-03T20:43:15.000Z,Heavy is the price of this game meant for families.,0,0,0,0,30
Sora_Kairi13,2025-04-03T22:28:38.000Z,Not buying if you don't drop the price,0,0,0,0,45
slakkkfdc,2025-04-04T00:07:48.000Z,#droptheprices,0,0,0,0,183
silas_the_andd,2025-04-04T00:57:26.000Z,drop the price,0,0,0,0,86
DarkSenpai1850,2025-04-03T17:21:31.000Z,#droptheprice,0,0,2,0,213
Just_Wes05,2025-04-03T17:26:55.000Z,Lower the price,0,0,2,0,136
Christi57750392,2025-04-03T17:34:53.000Z,aint nobody paying for this,0,0,2,0,98
Felix_1S,2025-04-03T18:33:12.000Z,i am not wasting $80 on a nintendo game,0,0,2,0,120
renatofontes,2025-04-03T18:45:17.000Z,Drop the price,0,0,2,0,148
dynamic_voltage,2025-04-03T21:58:09.000Z,"Just so everyone knows, complaining won't do anything. Vote with your wallet. Let them know this is outrageous that way.",0,0,2,0,301
ehbear85,2025-04-04T03:08:11.000Z,NaN,0,0,2,0,14
JburrowTheOwl,2025-04-04T16:42:36.000Z,Heavy is the price on those games!,0,0,2,0,66
Luisisbored1,2025-04-03T16:27:35.000Z,"GTA6 would be understandably 80$ since its a game with a LOT of replay value, same can be said with Mario kart, but honestly not many people will be playing by themself the only way I can think of this game being 80$ is if I can have sex with rosalina or peach, even the goomba",0,0,0,0,406
LPerezSilva80,2025-04-03T17:11:27.000Z,90dlls???  Thats bad.,0,0,0,0,83
HypeManta,2025-04-03T17:22:02.000Z,And i could BUY a crown with the same amount it costs to buy these damn games,0,0,0,0,123
thatcatfightguy,2025-04-03T17:30:18.000Z,DROP THE PRICE,0,0,0,0,67
Rockmanzero10,2025-04-03T17:41:39.000Z,#DropThePrices,0,0,0,0,85
flaffy1101,2025-04-03T17:55:45.000Z,Drop the price!,0,0,0,0,104
WWIA7062,2025-04-03T18:43:29.000Z,#DROPTHEPRICE,0,0,0,0,19
JohannaDarner,2025-04-03T20:43:15.000Z,Heavy is the price of this game meant for families.,0,0,0,0,30
Sora_Kairi13,2025-04-03T22:28:38.000Z,Not buying if you don't drop the price,0,0,0,0,45
slakkkfdc,2025-04-04T00:07:48.000Z,#droptheprices,0,0,0,0,183
silas_the_andd,2025-04-04T00:57:26.000Z,drop the price,0,0,0,0,86
AndrewCanadi,2025-04-04T03:18:06.000Z,Is Mario Kart Live: Home Circuit compatible with the Switch 2?,5,0,0,0,243
doug_gunther,2025-04-04T03:46:17.000Z,Drop the price!,0,0,0,0,26
funnyaralyn86,2025-04-04T11:07:22.000Z,linking park...,0,0,0,0,47
KylesCorner96,2025-04-04T13:28:24.000Z,"Heavy is the head of the arrogant money grubbing fool, none of my friends or family will be picking up your overpriced nonsense. Those who support these decisions are choosing to move the video game industry in a bad direction for consumers.",0,0,0,0,26
ExOpRiMeBrO,2025-04-04T13:54:22.000Z,NaN,0,0,0,0,17
