username,date,text,replies,reposts,likes,bookmarks,views
NintendoAmerica,2025-04-03T15:20:23.000Z,"For DK there's always a way forward! And that way often involves punching stuff.
 
Check out Nintendo Treehouse: Live | Nintendo Switch 2: https://ninten.do/6010qSISo",364,1313,10411,723,1755554
kadavi1202,2025-04-03T15:27:39.000Z,"Sorry, $60 is the best I can do",6,12,441,4,11229
MoebiusX9,2025-04-03T15:21:04.000Z,Monkey!,4,5,369,20,9765
ExpandDong15,2025-04-03T15:21:51.000Z,My goat so expressive,5,7,332,7,9823
Chad_Concelmo,2025-04-03T15:29:34.000Z,I have a feeling this game is going to be my entire personality this summer.,3,3,112,3,8273
blockxs,2025-04-03T15:39:41.000Z,Kindly lower the prices,0,0,23,0,4010
RoastM4ster9000,2025-04-03T15:22:55.000Z,DK still punching stuff while Nintendo been punching their fans in the wallet since 1985. Y'all really charging $70 for Mario to jump around like inflation ain't real smh,11,0,22,0,2808
TheLostGlitches,2025-04-03T16:46:37.000Z,,0,0,14,0,4412
SpeederLight1,2025-04-03T17:34:43.000Z,GO DK GO,0,0,5,0,1292
wealthium0,2025-04-03T15:22:03.000Z,Donkey dick needs a banana,0,0,2,0,1996
Witchypink19,2025-04-03T16:36:22.000Z,,0,0,2,0,763
reviewsdino2,2025-04-03T15:32:55.000Z,"I would care if I was actually able to get a Switch 2, but the scalpers are already preventing that from happening from a number of UK companies.",0,0,9,0,3128
Th3RedCom3t,2025-04-03T20:28:05.000Z,Booty be lookin good Matey,0,0,8,0,516
Oswald_A_Lisker,2025-04-03T18:06:05.000Z,"an interesting concept for a game. But I miss Kremlings, not that it matters. I think I'm finally aging out of Nintendo games. Metroid Prime 4 might be my last one.",0,0,6,2,1894
SaulPeal,2025-04-03T17:45:35.000Z,Red Faction did this in 2001.,0,0,5,0,1507
super8bitgamer,2025-04-03T15:21:54.000Z,I really hope Donkey Kong's redesign is temporary,12,2,4,0,4328
g_bascunana,2025-04-03T16:05:11.000Z,#droptheprice,0,0,4,0,736
ZodiacThundaga,2025-04-03T16:46:00.000Z,"Woah, just like Red Faction.",0,0,4,2,2008
AlJR86,2025-04-03T17:35:34.000Z,Is that a new game or one from 15 years ago?,2,0,3,0,3670
VaultOfAss,2025-04-03T15:21:32.000Z,k that's cool and all but what about Donkey Kong Country Returns HD,7,0,3,0,3371
Nes_Mimikyu,2025-04-03T15:22:23.000Z,I speak for everyone when I say we want game prices to go up!!!,0,0,3,0,1038
PapaC92,2025-04-03T15:22:32.000Z,DK 65 confirmed,0,0,3,0,2474
HittingCrits,2025-04-03T15:27:35.000Z,DK Rampage Total Destruction.,0,0,0,0,468
TheOrcaZilla,2025-04-03T15:28:58.000Z,Check out your live chat,0,0,3,0,736
LunarLux_,2025-04-03T15:21:17.000Z,I WILL BREAK EVERYTHING ,0,0,2,0,777
FrankBa80120704,2025-04-03T15:23:26.000Z,Just like Wreck-It Ralph,3,0,2,0,4186
ManixyzAbyssal,2025-04-03T15:23:47.000Z,Maybe you could get DK to punch down your prices.,0,0,2,0,444
RavenRanks,2025-04-03T17:54:11.000Z,Lower the price,0,0,2,0,495
Tom_Foolery22,2025-04-03T19:54:47.000Z,Drop the price,0,0,2,0,318
sjfostersound,2025-04-03T15:22:31.000Z,Not used to seeing DK with headgear - always see Diddy with a hat though,2,0,0,0,4881
VibingAlex69,2025-04-03T16:49:02.000Z,"Guys, what's happening in this game? You just walk around and destroy stuff? But why?",0,0,0,0,355
unundon3,2025-04-04T05:24:00.000Z,Lower the prices,0,0,0,0,139
BigBreezy29,2025-04-03T18:31:46.000Z,4K ready,0,0,0,0,2622
Nasdorachi,2025-04-03T22:03:48.000Z,Red Faction?,0,0,0,0,1823
VaughnFry,2025-04-04T05:21:59.000Z,Is Donkey Kong an gorilla or a mole?,0,0,0,0,767
DKoala1087,2025-04-03T15:22:07.000Z,Wayforward mentioned,0,0,0,0,2104
idrawrobots,2025-04-03T15:32:33.000Z,This game is incredible.,0,0,0,0,1410
BronyRain,2025-04-03T15:33:20.000Z,"The livechat on the stream said everything ""Lower the Price"" i didnt saw anything else 

Iam not into DK or Mario Kart but my little Sister is and how should she pay for this? 69.99$ (€ for me) is okay on my part but 89.99€ for Mario Kart?  Thats alot...",0,0,0,0,884
ConsoleCraz77,2025-04-03T15:35:27.000Z,This looks great... will likely be my first Switch 2 title.  I'm going to have to wait for MKW to go on sale before jumping in... $80 is just too rich for my blood.,0,0,0,0,2725
2sallads,2025-04-03T16:35:40.000Z,Day 1 purchase,0,0,0,0,1288
ElSlug,2025-04-03T19:47:50.000Z,"That ain’t donkey Kong, that’s Seth Rogen",0,0,0,0,44
Quadraxis666,2025-04-05T00:37:30.000Z,Donkey Kong 64 2,0,0,0,0,115
DomesticFishy,2025-04-03T15:21:00.000Z,I LITERALLY CRIED WHEN THIS GAME WAS SHOWN. THE BEST NINTENDO CHARACTER EVER ,3,0,34,2,5894
loinmin,2025-04-03T15:22:31.000Z,hey you should listen to your customers.,2,0,34,0,973
JediNova1,2025-04-03T15:21:25.000Z,"I love it, but please drop the prices",0,0,16,0,1034
MarcusTricarico,2025-04-03T15:26:45.000Z,King K Rool? ,0,0,10,0,524
CommanderBluez,2025-04-03T15:23:21.000Z,NaN,0,0,8,0,628
Quadraxis666,2025-04-05T00:37:30.000Z,Donkey Kong 64 2,0,0,0,0,115
DomesticFishy,2025-04-03T15:21:00.000Z,I LITERALLY CRIED WHEN THIS GAME WAS SHOWN. THE BEST NINTENDO CHARACTER EVER ,3,0,34,2,5894
loinmin,2025-04-03T15:22:31.000Z,hey you should listen to your customers.,2,0,34,0,973
JediNova1,2025-04-03T15:21:25.000Z,"I love it, but please drop the prices",0,0,16,0,1034
MarcusTricarico,2025-04-03T15:26:45.000Z,King K Rool? ,0,0,10,0,524
CommanderBluez,2025-04-03T15:23:21.000Z,NaN,0,0,8,0,628
figureout17,2025-04-03T15:26:44.000Z,#droptheprices,0,0,4,0,265
LoperWing,2025-04-03T15:35:12.000Z,#DROPTHEPRICE,0,0,4,0,136
SageofAges_PPN,2025-04-03T21:14:45.000Z,"There isn't if people can't buy the games
#droptheprice",0,0,4,0,68
Azomy1001,2025-04-03T23:52:31.000Z,U can just destroy the level  ,0,0,6,0,41
docfigueroa86,2025-04-03T15:58:43.000Z,#droptheprices,0,0,3,0,125
Zankai_93,2025-04-03T15:25:41.000Z,#DropthePrice,0,0,4,0,185
DariusR24535200,2025-04-03T18:03:32.000Z,The gameplay looks so fun and I love how expressive Donkey Kong is I definitely can't wait to get this one. ,0,0,4,0,327
SuaveVillain,2025-04-03T15:34:50.000Z,That is nice and all fix the pricing of the games.,0,0,3,0,155
chrisgohman,2025-04-03T15:37:56.000Z,Nobody paying $90 for this,0,0,3,0,147
GringoStarr2029,2025-04-03T15:54:10.000Z,"I honestly from the earlier parts of the trailer thought we were going to see the Rareware logo pop up. Truly gave me the DK 64 vibes.

Red Faction DK looks amazing though.",0,0,0,0,274
XD93344674,2025-04-03T16:16:31.000Z, DROP THE PRICES FOR BRAZIL ,0,0,3,0,107
TratoxPlay,2025-04-03T18:03:02.000Z,DROP THE PRICE,0,0,3,0,88
ssignment,2025-04-04T02:59:15.000Z,"This console is only for rich people, sorry brokies",0,0,3,0,18
CheeseMcButt,2025-04-03T15:21:14.000Z,#DropThePrices,0,0,2,0,257
SJogik,2025-04-03T15:23:27.000Z,#DROPTHEPRICE and this doesn't feel like DK...,0,0,2,0,292
mpovedaa,2025-04-03T15:32:41.000Z,#droptheprice,0,0,2,0,119
Azaralexia,2025-04-03T15:40:10.000Z,Drop the prices!,0,0,2,0,124
MegaV0yager,2025-04-03T15:42:47.000Z,paying 70-90 dollars is insane. Drop the price of I ain't buying,0,0,2,0,213
prestonbon80931,2025-04-03T15:43:01.000Z,Drop the prices,0,0,2,0,153
liurneycinemax,2025-04-03T15:49:15.000Z,DROP THE PRICE GAMES,0,0,2,0,125
DownForUpMaybe,2025-04-03T15:49:39.000Z,Drop the game prices,0,0,2,0,106
XHatesUs,2025-04-03T15:55:42.000Z,You need to drop the prices. Your pricing is ridiculous.,0,0,2,0,47
AaronC_VGC,2025-04-03T16:02:49.000Z,So DK is just my Choice Banded Urshifu in disguise?,0,0,2,0,144
Azomy1001,2025-04-03T23:52:31.000Z,U can just destroy the level  ,0,0,6,0,41
docfigueroa86,2025-04-03T15:58:43.000Z,#droptheprices,0,0,3,0,125
Zankai_93,2025-04-03T15:25:41.000Z,#DropthePrice,0,0,4,0,185
DariusR24535200,2025-04-03T18:03:32.000Z,The gameplay looks so fun and I love how expressive Donkey Kong is I definitely can't wait to get this one. ,0,0,4,0,327
SuaveVillain,2025-04-03T15:34:50.000Z,That is nice and all fix the pricing of the games.,0,0,3,0,155
chrisgohman,2025-04-03T15:37:56.000Z,Nobody paying $90 for this,0,0,3,0,147
GringoStarr2029,2025-04-03T15:54:10.000Z,"I honestly from the earlier parts of the trailer thought we were going to see the Rareware logo pop up. Truly gave me the DK 64 vibes.

Red Faction DK looks amazing though.",0,0,0,0,274
XD93344674,2025-04-03T16:16:31.000Z, DROP THE PRICES FOR BRAZIL ,0,0,3,0,107
TratoxPlay,2025-04-03T18:03:02.000Z,DROP THE PRICE,0,0,3,0,88
ssignment,2025-04-04T02:59:15.000Z,"This console is only for rich people, sorry brokies",0,0,3,0,18
CheeseMcButt,2025-04-03T15:21:14.000Z,#DropThePrices,0,0,2,0,257
SJogik,2025-04-03T15:23:27.000Z,#DROPTHEPRICE and this doesn't feel like DK...,0,0,2,0,292
mpovedaa,2025-04-03T15:32:41.000Z,#droptheprice,0,0,2,0,119
Azaralexia,2025-04-03T15:40:10.000Z,Drop the prices!,0,0,2,0,124
