username,date,text,replies,reposts,likes,bookmarks,views
theapplehub,2025-03-10T16:37:41.000Z,It's going to be a big year for the iPhone ,332,320,5600,295,463095
Vismaya9999,2025-03-10T16:56:08.000Z,NaN,2,2,28,10,11270
SelfieDog_SOL,2025-03-10T16:40:02.000Z,"It's time to take the best selfies, paws ready",0,0,4,2,2742
EmerieOnoh,2025-03-10T20:26:17.000Z,L design,0,0,0,0,1235
_Lew_X,2025-03-10T17:06:20.000Z,This is horrifically disgusting.,0,0,191,0,7287
zneebus,2025-03-10T18:18:35.000Z,Why? Will they finally deliver on the promises of last year?,0,0,74,0,10343
iHateApplee,2025-03-10T18:15:59.000Z,Now this is copium,3,0,50,0,8072
ChaosMoogle,2025-03-10T17:34:36.000Z,They better have great cases cause the phone itself is ugly,0,0,45,0,5394
black0nder,2025-03-10T16:51:02.000Z,"Like every year, just change the chip and release it like every year , yayyyy",0,0,43,0,5255
JadePalace1976,2025-03-10T17:15:46.000Z,"Copying Google pixels work,no creativity whatsoever(shame)",2,0,23,4,7725
GambitMentality,2025-03-12T05:09:30.000Z, i’ll keep my iPhone 15 Pro Max and just go buy a case that has extra plastic on the back for $35 and get the same effect. Great job @Apple,0,0,2,0,754
GTrottaJr,2025-03-10T18:30:13.000Z,This would give my OCD a run lol more symmetrical please!,0,0,2,0,566
GreenGlencoe,2025-03-10T19:56:31.000Z,If they can make a phone that doesn’t rock when is on a flat surface that would be a breakthrough.,0,0,2,0,638
spacexac,2025-03-10T17:49:53.000Z,lol,0,0,2,0,871
NeonBear007,2025-03-10T21:32:12.000Z,Yeah I’m skipping this model.,0,0,2,0,519
mtgproductionss,2025-03-10T16:45:59.000Z,I can’t wait!!,0,0,0,0,4671
MandinoTan,2025-03-11T22:21:10.000Z,Johny Ive era is gone,0,0,0,0,343
J_4_Y_3,2025-03-10T16:51:13.000Z,Are they getting smaller?,0,0,0,0,4578
vmatwejski,2025-03-10T21:21:52.000Z,No it won't.,0,0,0,0,394
EddiebroRon,2025-03-11T04:40:47.000Z,"God, damn that looks ugly",0,0,0,0,489
ApplesUpdate,2025-03-10T17:22:14.000Z,And we are waiting for him,0,0,0,0,4346
naaperusai,2025-03-11T02:48:38.000Z,It won't if it looks exactly like that,0,0,0,0,475
ujjwalthakur_,2025-03-10T20:58:11.000Z,expectations are very high thus time for iPhone and for the iOS 19 as well,0,0,0,0,1557
DylanBrassel,2025-03-10T17:40:18.000Z,How exactly?,0,0,0,0,1103
timleegriffith,2025-03-10T19:20:16.000Z,Why? It’s just another hump under the other hump. ,0,0,0,0,230
_thecurious1,2025-03-11T15:56:06.000Z,Nowadays no hype  for apple,0,0,0,0,2
ChaosMoogle,2025-03-10T17:34:07.000Z,NaN,0,0,0,0,2964
